	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Psd3	2.86E-32	0.322129286	0.8	0.249	5.72E-29	14	Psd3
Ifi2111	4.60E-32	1.442343564	0.964	0.422	9.19E-29	14	Ifi211
Ifi2072	1.19E-31	1.571570763	0.964	0.445	2.39E-28	14	Ifi207
Clec4n1	4.70E-31	1.610354587	0.909	0.336	9.40E-28	14	Clec4n
Ms4a6b1	2.35E-29	1.14988027	0.982	0.403	4.71E-26	14	Ms4a6b
Ms4a6c1	7.17E-29	1.216639932	0.982	0.498	1.43E-25	14	Ms4a6c
Pdlim7	1.42E-28	0.405054987	0.836	0.157	2.84E-25	14	Pdlim7
Aoah1	1.21E-27	0.514480703	0.855	0.317	2.43E-24	14	Aoah
Pf41	5.94E-27	0.857361175	0.891	0.353	1.19E-23	14	Pf4
Ccr11	5.62E-26	1.357447997	0.909	0.356	1.12E-22	14	Ccr1
Mrc11	7.05E-26	0.713781133	0.836	0.285	1.41E-22	14	Mrc1
Runx14	9.41E-26	1.137903949	1	0.623	1.88E-22	14	Runx1
Slfn51	1.27E-25	0.946756353	0.909	0.47	2.54E-22	14	Slfn5
Ecm11	2.19E-24	0.972857266	0.873	0.363	4.38E-21	14	Ecm1
Ctsc4	2.39E-24	1.178001805	1	0.789	4.77E-21	14	Ctsc
St8sia42	2.90E-24	0.672077767	0.873	0.372	5.81E-21	14	St8sia4
Rilpl22	5.00E-24	1.328914	1	0.675	1.00E-20	14	Rilpl2
Egr21	5.38E-24	0.89777097	0.927	0.4	1.08E-20	14	Egr2
Stab11	7.00E-24	0.945402109	0.909	0.369	1.40E-20	14	Stab1
Clec12a1	8.27E-24	0.299852833	0.764	0.194	1.65E-20	14	Clec12a
Dnase1l31	1.56E-23	0.33124963	0.782	0.268	3.11E-20	14	Dnase1l3
Bst21	1.56E-23	1.236717602	0.982	0.749	3.12E-20	14	Bst2
Apobec12	1.66E-23	1.131855311	0.964	0.588	3.32E-20	14	Apobec1
Pla2g72	3.65E-23	0.828718047	0.945	0.512	7.30E-20	14	Pla2g7
Stard41	1.48E-22	0.429541131	0.8	0.222	2.96E-19	14	Stard4
Phf11b1	1.93E-22	0.903475657	0.945	0.444	3.85E-19	14	Phf11b
Bank12	3.60E-22	0.526488549	0.855	0.313	7.20E-19	14	Bank1
H2-K14	5.94E-22	0.951594228	1	0.901	1.19E-18	14	H2-K1
Oas1g1	6.33E-22	0.282791423	0.764	0.274	1.27E-18	14	Oas1g
Oasl21	6.36E-22	0.587348596	0.873	0.465	1.27E-18	14	Oasl2
Cass42	1.26E-21	0.671166489	0.873	0.427	2.52E-18	14	Cass4
Rgs12	1.42E-21	1.506464374	0.945	0.493	2.84E-18	14	Rgs1
Mx1	2.08E-21	0.451595276	0.764	0.321	4.16E-18	14	Mx1
Sash11	2.21E-21	0.665652898	0.891	0.5	4.43E-18	14	Sash1
Creb53	3.10E-21	0.974147466	0.873	0.384	6.21E-18	14	Creb5
Ehd12	3.31E-21	0.956995397	0.964	0.491	6.63E-18	14	Ehd1
Bmp21	3.83E-21	1.122428228	0.782	0.317	7.66E-18	14	Bmp2
Clec4a21	4.50E-21	0.766104239	0.964	0.505	8.99E-18	14	Clec4a2
Eps81	1.09E-20	0.359169038	0.782	0.288	2.18E-17	14	Eps8
Serpinb81	1.90E-20	0.958344467	0.745	0.217	3.81E-17	14	Serpinb8
Ttc8	3.87E-20	0.281763613	0.8	0.372	7.73E-17	14	Ttc8
C130050O18Rik	8.55E-20	0.553010328	0.818	0.336	1.71E-16	14	C130050O18Rik
Cp1	8.98E-20	0.605355134	0.745	0.175	1.80E-16	14	Cp
Lpar61	1.02E-19	0.908374719	0.873	0.401	2.04E-16	14	Lpar6
Nfe2l24	1.67E-19	0.934787727	1	0.743	3.34E-16	14	Nfe2l2
Clec4a11	1.76E-19	0.426276711	0.8	0.32	3.53E-16	14	Clec4a1
Mapre22	1.81E-19	0.853013964	0.964	0.549	3.62E-16	14	Mapre2
Oas1a1	1.86E-19	0.703326545	0.873	0.455	3.71E-16	14	Oas1a
Lgals3bp1	2.28E-19	0.864780122	0.964	0.639	4.56E-16	14	Lgals3bp
Ahr2	2.53E-19	0.340347985	0.782	0.305	5.05E-16	14	Ahr
Fcna1	3.33E-19	0.258226916	0.727	0.209	6.65E-16	14	Fcna
Phf11d2	3.44E-19	0.680798387	0.855	0.396	6.88E-16	14	Phf11d
Cxcl163	4.02E-19	1.057161353	0.964	0.725	8.05E-16	14	Cxcl16
Cd281	6.84E-19	0.422827909	0.727	0.2	1.37E-15	14	Cd28
Plau4	9.08E-19	1.033696256	0.873	0.362	1.82E-15	14	Plau
Gpr652	1.11E-18	0.887517813	0.891	0.432	2.23E-15	14	Gpr65
Spint13	1.30E-18	0.937863085	0.945	0.654	2.61E-15	14	Spint1
Tmem176b7	1.58E-18	0.844729952	1	0.861	3.16E-15	14	Tmem176b
Irf71	2.00E-18	1.018843769	0.891	0.483	4.01E-15	14	Irf7
Rasgef1b4	2.21E-18	1.065974801	0.945	0.544	4.43E-15	14	Rasgef1b
Cd441	2.99E-18	0.542977256	0.873	0.366	5.99E-15	14	Cd44
Itgav3	5.96E-18	1.034038544	0.909	0.529	1.19E-14	14	Itgav
Pim14	6.98E-18	0.927132025	0.982	0.662	1.40E-14	14	Pim1
Ifitm31	7.34E-18	1.035828907	0.927	0.563	1.47E-14	14	Ifitm3
H2-Q7	1.05E-17	0.500657049	0.818	0.388	2.09E-14	14	H2-Q7
Cd742	1.05E-17	1.893142627	0.982	0.754	2.10E-14	14	Cd74
Adgre11	2.30E-17	0.768688255	0.909	0.489	4.61E-14	14	Adgre1
Klf65	2.82E-17	0.923438344	1	0.74	5.64E-14	14	Klf6
Cxcl22	5.07E-17	1.820339561	0.855	0.464	1.01E-13	14	Cxcl2
Ubc3	5.28E-17	0.802957183	1	0.839	1.06E-13	14	Ubc
Phlda11	7.19E-17	0.591258483	0.891	0.447	1.44E-13	14	Phlda1
Tubb63	9.87E-17	0.778813016	0.927	0.549	1.97E-13	14	Tubb6
Hcar22	1.71E-16	0.90850822	0.927	0.609	3.41E-13	14	Hcar2
Clic43	1.85E-16	0.900764925	0.964	0.689	3.70E-13	14	Clic4
Agmo2	2.90E-16	0.528607894	0.873	0.462	5.80E-13	14	Agmo
Dab21	3.22E-16	0.492534964	0.818	0.483	6.45E-13	14	Dab2
Pltp1	8.87E-16	0.404599748	0.764	0.327	1.77E-12	14	Pltp
C3ar15	1.53E-15	0.716033694	1	0.871	3.06E-12	14	C3ar1
Atf34	1.95E-15	0.89624165	1	0.746	3.89E-12	14	Atf3
Srgn2	2.05E-15	0.609128512	1	0.878	4.10E-12	14	Srgn
Jund4	2.83E-15	0.785772444	1	0.765	5.66E-12	14	Jund
Csrnp11	3.26E-15	0.453859033	0.855	0.426	6.52E-12	14	Csrnp1
Ifi27l2a3	4.17E-15	0.365807988	0.964	0.526	8.35E-12	14	Ifi27l2a
Ms4a6d2	5.56E-15	0.669230921	0.964	0.686	1.11E-11	14	Ms4a6d
Clec2d1	6.64E-15	0.646109098	0.855	0.402	1.33E-11	14	Clec2d
Ifit21	6.77E-15	0.520015375	0.691	0.253	1.35E-11	14	Ifit2
Ddx601	6.92E-15	0.304165273	0.727	0.373	1.38E-11	14	Ddx60
Rcan15	9.41E-15	1.13360074	0.873	0.382	1.88E-11	14	Rcan1
Cyp4f181	1.55E-14	0.479708722	0.873	0.475	3.11E-11	14	Cyp4f18
Mbnl24	1.94E-14	0.681248574	0.964	0.669	3.89E-11	14	Mbnl2
Tlr13	4.68E-14	0.391795614	0.836	0.491	9.37E-11	14	Tlr13
Cd861	6.00E-14	0.743352412	0.927	0.62	1.20E-10	14	Cd86
Nfkbiz4	6.79E-14	0.890978463	0.982	0.731	1.36E-10	14	Nfkbiz
Usp182	7.00E-14	0.458730209	0.782	0.41	1.40E-10	14	Usp18
Txnip4	8.70E-14	0.696476626	0.945	0.608	1.74E-10	14	Txnip
Gbp71	9.11E-14	0.419803405	0.782	0.397	1.82E-10	14	Gbp7
Ppp1r104	1.07E-13	0.853291791	0.927	0.571	2.13E-10	14	Ppp1r10
Skil4	1.52E-13	0.55974466	1	0.677	3.03E-10	14	Skil
Mafb4	2.02E-13	0.846934334	0.964	0.77	4.05E-10	14	Mafb
Ddx3y1	2.45E-13	0.320519951	0.836	0.545	4.90E-10	14	Ddx3y
Xaf13	2.83E-13	0.786568512	0.873	0.53	5.66E-10	14	Xaf1
Bach1	3.06E-13	0.537693356	0.891	0.454	6.12E-10	14	Bach1
Hspa1a2	3.77E-13	1.214398577	0.855	0.548	7.53E-10	14	Hspa1a
Cep2901	3.97E-13	0.367236122	0.709	0.285	7.94E-10	14	Cep290
Cd834	4.07E-13	0.710620079	1	0.802	8.14E-10	14	Cd83
Tsc22d11	4.11E-13	0.516716529	0.764	0.337	8.21E-10	14	Tsc22d1
Ccl33	5.22E-13	0.915167327	1	0.771	1.04E-09	14	Ccl3
Zbp11	5.37E-13	0.435887655	0.764	0.414	1.07E-09	14	Zbp1
Ptgs15	5.56E-13	0.759469867	0.964	0.641	1.11E-09	14	Ptgs1
Tpst13	6.06E-13	0.346850856	0.782	0.446	1.21E-09	14	Tpst1
Gimap63	6.15E-13	0.488154715	0.855	0.453	1.23E-09	14	Gimap6
Rnf19b1	7.22E-13	0.331365638	0.873	0.501	1.44E-09	14	Rnf19b
Dclre1c1	7.46E-13	0.672532395	0.836	0.445	1.49E-09	14	Dclre1c
Rgl11	7.59E-13	0.531302029	0.818	0.404	1.52E-09	14	Rgl1
Dnaja14	1.53E-12	0.762887326	0.982	0.779	3.07E-09	14	Dnaja1
Gclc	1.81E-12	0.286723685	0.782	0.411	3.61E-09	14	Gclc
Tmem106a1	2.10E-12	0.449381035	0.836	0.469	4.21E-09	14	Tmem106a
Ripk21	2.16E-12	0.447802227	0.855	0.452	4.32E-09	14	Ripk2
Lilrb4a2	2.26E-12	0.452261353	0.855	0.5	4.52E-09	14	Lilrb4a
Sqstm14	3.11E-12	0.65905769	1	0.928	6.22E-09	14	Sqstm1
Parp141	3.36E-12	0.48207602	0.8	0.394	6.72E-09	14	Parp14
Tagap1	3.71E-12	0.318917928	0.836	0.463	7.42E-09	14	Tagap
1810032O08Rik3	3.90E-12	0.314702993	0.855	0.501	7.80E-09	14	1810032O08Rik
Slc3a23	4.83E-12	0.714252272	1	0.854	9.65E-09	14	Slc3a2
Adrb24	5.85E-12	0.759176118	0.909	0.585	1.17E-08	14	Adrb2
Zfand54	5.86E-12	0.603593107	0.982	0.719	1.17E-08	14	Zfand5
Pcf112	6.72E-12	0.491051734	0.855	0.431	1.34E-08	14	Pcf11
Il1b3	7.03E-12	0.878279503	0.964	0.694	1.41E-08	14	Il1b
St3gal64	7.05E-12	0.58041798	0.945	0.578	1.41E-08	14	St3gal6
Scimp1	8.58E-12	0.790363986	0.727	0.307	1.72E-08	14	Scimp
Snhg123	9.23E-12	0.678029343	0.945	0.643	1.85E-08	14	Snhg12
Hspa1b2	1.05E-11	0.977795016	0.8	0.446	2.10E-08	14	Hspa1b
C5ar15	1.13E-11	0.748738904	0.982	0.805	2.26E-08	14	C5ar1
Rgs23	1.28E-11	0.690568853	0.927	0.674	2.57E-08	14	Rgs2
Hspa54	1.84E-11	0.434712843	1	0.819	3.67E-08	14	Hspa5
Mcl14	2.39E-11	0.571832783	1	0.702	4.78E-08	14	Mcl1
Fcgr2b5	2.43E-11	0.792721436	0.982	0.749	4.86E-08	14	Fcgr2b
Tbpl13	2.65E-11	0.492462049	0.927	0.549	5.30E-08	14	Tbpl1
Rbm471	2.86E-11	0.294026015	0.855	0.554	5.73E-08	14	Rbm47
Pmaip1	2.92E-11	0.436614871	0.8	0.426	5.83E-08	14	Pmaip1
H2-Q44	3.30E-11	0.719072429	0.891	0.583	6.60E-08	14	H2-Q4
5-Jun	3.34E-11	0.779133697	1	0.827	6.69E-08	14	Jun
Gdf15	3.41E-11	0.547913572	0.727	0.342	6.82E-08	14	Gdf15
Glipr11	3.42E-11	0.548258382	0.891	0.591	6.84E-08	14	Glipr1
Fosb5	6.87E-11	0.582592365	0.873	0.566	1.37E-07	14	Fosb
Brd23	6.90E-11	0.481945239	0.945	0.62	1.38E-07	14	Brd2
Cebpd4	8.24E-11	0.445566003	0.909	0.639	1.65E-07	14	Cebpd
Ets21	8.37E-11	0.508274204	0.745	0.362	1.67E-07	14	Ets2
Ccl44	9.15E-11	0.736851479	1	0.774	1.83E-07	14	Ccl4
Rapgef21	9.87E-11	0.317488607	0.673	0.302	1.97E-07	14	Rapgef2
Egr14	1.16E-10	0.693794983	0.982	0.656	2.32E-07	14	Egr1
Gas71	1.30E-10	0.400076893	0.709	0.324	2.60E-07	14	Gas7
Ccl23	1.44E-10	1.259358633	0.891	0.678	2.89E-07	14	Ccl2
Hsph12	1.45E-10	0.587054484	0.727	0.386	2.91E-07	14	Hsph1
Lpin22	1.46E-10	0.407939878	0.945	0.576	2.92E-07	14	Lpin2
Tsc22d34	1.56E-10	0.672002337	0.964	0.683	3.12E-07	14	Tsc22d3
Dock102	1.71E-10	0.367662628	0.873	0.504	3.42E-07	14	Dock10
Gpr1833	2.59E-10	0.725746646	0.855	0.501	5.18E-07	14	Gpr183
Mmp13	3.42E-10	0.641185028	0.6	0.167	6.84E-07	14	Mmp13
Rhoc2	3.51E-10	0.550813781	0.891	0.642	7.01E-07	14	Rhoc
Myo1f2	3.56E-10	0.373049669	0.891	0.544	7.12E-07	14	Myo1f
Egr32	3.68E-10	0.295972431	0.782	0.379	7.35E-07	14	Egr3
Klf43	5.38E-10	0.572102134	0.8	0.439	1.08E-06	14	Klf4
Arl4d	6.75E-10	0.265821666	0.691	0.361	1.35E-06	14	Arl4d
Ifit32	7.40E-10	0.449768709	0.745	0.488	1.48E-06	14	Ifit3
Rab204	7.60E-10	0.617326929	0.909	0.702	1.52E-06	14	Rab20
Pxdc12	8.14E-10	0.784261842	0.727	0.374	1.63E-06	14	Pxdc1
Gch13	1.25E-09	0.307881598	0.818	0.415	2.51E-06	14	Gch1
Pmepa1	2.01E-09	0.617650128	0.764	0.475	4.02E-06	14	Pmepa1
Fcgrt3	2.15E-09	0.437687614	0.927	0.567	4.31E-06	14	Fcgrt
Gatm1	2.41E-09	0.623001568	0.891	0.77	4.83E-06	14	Gatm
Hmgb21	2.75E-09	0.462296858	0.927	0.673	5.51E-06	14	Hmgb2
Ifi2041	3.83E-09	0.424759719	0.709	0.423	7.67E-06	14	Ifi204
Ccl124	3.96E-09	0.888188709	0.964	0.796	7.93E-06	14	Ccl12
Hspd12	3.99E-09	0.529039733	0.891	0.583	7.97E-06	14	Hspd1
Rel5	4.16E-09	0.430264786	0.945	0.725	8.32E-06	14	Rel
Maf4	5.37E-09	0.433713381	0.873	0.548	1.07E-05	14	Maf
Slfn24	5.42E-09	0.503450255	0.927	0.734	1.08E-05	14	Slfn2
Plek3	6.65E-09	0.505244629	1	0.812	1.33E-05	14	Plek
Mitf3	8.08E-09	0.355153219	0.818	0.531	1.62E-05	14	Mitf
Hgsnat1	8.64E-09	0.291327677	0.691	0.343	1.73E-05	14	Hgsnat
Tnf2	9.25E-09	0.510552121	0.945	0.645	1.85E-05	14	Tnf
P2rx43	1.23E-08	0.499258563	0.836	0.6	2.46E-05	14	P2rx4
H2-Aa2	1.26E-08	1.495911255	0.655	0.191	2.53E-05	14	H2-Aa
Clec4a31	1.55E-08	0.500662117	0.8	0.525	3.09E-05	14	Clec4a3
Anxa53	1.60E-08	0.512460563	0.909	0.591	3.21E-05	14	Anxa5
Slc40a11	1.77E-08	0.448503981	0.745	0.354	3.54E-05	14	Slc40a1
Prdm1	1.79E-08	0.447446541	0.709	0.378	3.58E-05	14	Prdm1
Isg151	1.82E-08	0.658820823	0.782	0.5	3.63E-05	14	Isg15
Tmem176a6	1.87E-08	0.539098675	0.982	0.868	3.73E-05	14	Tmem176a
Rab7b2	2.28E-08	0.337238419	0.818	0.556	4.56E-05	14	Rab7b
Fos5	2.30E-08	0.401832281	1	0.727	4.61E-05	14	Fos
Med21	3.14E-08	0.409937006	0.836	0.503	6.28E-05	14	Med21
Trim30a2	3.55E-08	0.372766072	0.873	0.59	7.10E-05	14	Trim30a
Tubb2a3	3.90E-08	0.369245214	0.945	0.684	7.80E-05	14	Tubb2a
Nfkbid4	6.31E-08	0.603709025	0.964	0.663	0.000126135	14	Nfkbid
Lacc12	7.32E-08	0.567038638	0.782	0.521	0.000146424	14	Lacc1
Sap302	8.32E-08	0.308667625	0.873	0.574	0.000166479	14	Sap30
Cited25	1.10E-07	0.496825955	0.818	0.531	0.000220295	14	Cited2
Casp44	1.33E-07	0.30187705	0.891	0.621	0.000266316	14	Casp4
Marcksl13	1.39E-07	0.510885767	0.982	0.736	0.000277163	14	Marcksl1
Ier24	1.66E-07	0.540454931	0.982	0.813	0.000332442	14	Ier2
Rtp41	1.87E-07	0.765037123	0.745	0.518	0.000374348	14	Rtp4
Sdc44	2.11E-07	0.454174251	0.927	0.612	0.000422637	14	Sdc4
Plk31	2.24E-07	0.552546592	0.782	0.547	0.000448816	14	Plk3
Birc31	2.33E-07	0.37668897	0.8	0.459	0.000465172	14	Birc3
Ifi202b1	2.39E-07	0.379122338	0.618	0.265	0.00047802	14	Ifi202b
Fcgr4	2.73E-07	0.54251223	0.782	0.451	0.000546453	14	Fcgr4
Ccnl12	4.24E-07	0.408856786	0.982	0.735	0.00084806	14	Ccnl1
H2-Eb12	4.60E-07	1.529027726	0.636	0.237	0.000919606	14	H2-Eb1
Tiparp2	4.71E-07	0.455468072	0.764	0.465	0.00094106	14	Tiparp
Fam49a1	5.31E-07	0.265247752	0.673	0.369	0.001061745	14	Fam49a
Kdm6b3	6.02E-07	0.28912783	0.909	0.604	0.001203453	14	Kdm6b
Dnajb12	6.51E-07	0.532535409	0.909	0.718	0.001301986	14	Dnajb1
Ccnd11	7.78E-07	0.347195113	0.691	0.403	0.001556261	14	Ccnd1
Tmem1402	1.07E-06	0.415160013	0.745	0.487	0.002131676	14	Tmem140
Tgfbr14	1.51E-06	0.466321812	0.891	0.731	0.003021511	14	Tgfbr1
Zfp365	1.60E-06	0.370852952	1	0.857	0.003191641	14	Zfp36
Atp2b12	1.62E-06	0.440511464	0.909	0.711	0.00324773	14	Atp2b1
Lilra5	2.04E-06	0.457515519	0.636	0.393	0.004084048	14	Lilra5
Ier34	2.31E-06	0.346361507	0.964	0.833	0.004615697	14	Ier3
Ccl241	2.52E-06	0.411107448	0.618	0.399	0.005030602	14	Ccl24
Bag31	2.55E-06	0.415881033	0.709	0.51	0.005105099	14	Bag3
Csf1r4	2.58E-06	0.362406917	0.982	0.827	0.005168344	14	Csf1r
Cyp51	2.88E-06	0.475168964	0.636	0.342	0.0057524	14	Cyp51
Ifi471	3.38E-06	0.326633928	0.6	0.319	0.006758875	14	Ifi47
Nfil31	3.46E-06	0.255382528	0.709	0.477	0.006922253	14	Nfil3
Pnp3	4.27E-06	0.521818762	0.945	0.724	0.008533146	14	Pnp
Peli14	6.71E-06	0.28270239	0.855	0.607	0.013427382	14	Peli1
Nfkbib1	7.33E-06	0.341984807	0.873	0.579	0.014655626	14	Nfkbib
Hsp90aa14	7.57E-06	0.310954255	0.982	0.865	0.015138423	14	Hsp90aa1
Apoe6	7.97E-06	0.35749195	1	0.905	0.015934187	14	Apoe
Mmp14	8.72E-06	0.339282906	0.636	0.421	0.01744569	14	Mmp14
Rsrp15	1.76E-05	0.349708449	0.982	0.812	0.035150546	14	Rsrp1
Trim473	1.80E-05	0.381733099	0.727	0.562	0.036046169	14	Trim47
Tuba1c4	1.82E-05	0.438784301	0.909	0.658	0.036341655	14	Tuba1c
Tlr23	2.03E-05	0.270587087	0.8	0.574	0.040689675	14	Tlr2
Ccl71	2.39E-05	1.245658461	0.636	0.428	0.047813583	14	Ccl7
Plekho13	2.74E-05	0.288495026	0.927	0.696	0.05487692	14	Plekho1
Herpud13	2.74E-05	0.366936608	0.945	0.77	0.054890339	14	Herpud1
Wsb13	3.05E-05	0.310739525	0.891	0.667	0.061037936	14	Wsb1
Ier56	4.73E-05	0.299206996	1	0.818	0.094670763	14	Ier5
Cd143	5.27E-05	0.262032529	0.945	0.829	0.105394927	14	Cd14
Ly6a2	0.000172935	0.380800606	0.636	0.455	0.345870965	14	Ly6a
Trafd12	0.000223066	0.260802573	0.691	0.516	0.446132431	14	Trafd1
Sp1101	0.000288965	0.345729025	0.709	0.467	0.577929416	14	Sp110
Tsc22d21	0.000292152	0.286662199	0.727	0.494	0.584303054	14	Tsc22d2
Cd300a	0.000332516	0.344951916	0.727	0.462	0.665032714	14	Cd300a
Plaur3	0.000365036	0.27772471	0.836	0.522	0.730071248	14	Plaur
Lipa1	0.000499649	0.270521223	0.655	0.397	0.999298442	14	Lipa
Sat12	0.000509057	0.265699756	1	0.927	1	14	Sat1
Tmem371	0.000589849	0.373823741	0.8	0.739	1	14	Tmem37
Kctd124	0.000691289	0.261785682	0.836	0.584	1	14	Kctd12
Oasl12	0.000756164	0.355038078	0.636	0.447	1	14	Oasl1
Bcl2a1d2	0.00075738	0.361289013	0.691	0.535	1	14	Bcl2a1d
H2afz	0.001467373	0.25739739	1	0.899	1	14	H2afz
Rnf2131	0.003462923	0.251152562	0.6	0.428	1	14	Rnf213
Tgfbi1	0.0035139	0.258003213	0.564	0.411	1	14	Tgfbi
Mdfic1	0.003699684	0.619623206	0.545	0.307	1	14	Mdfic
Gpnmb1	0.006495256	1.063760006	0.564	0.459	1	14	Gpnmb
Slc9a3r2	0.006580414	0.273894903	0.473	0.156	1	14	Slc9a3r2
Msr11	0.007669288	0.295036371	0.582	0.455	1	14	Msr1
Hp	1.55E-305	2.481161597	1	0.007	3.10E-302	15	Hp
Gda	2.18E-272	1.376920685	0.962	0.008	4.37E-269	15	Gda
Trem3	1.58E-271	0.852431897	0.923	0.009	3.16E-268	15	Trem3
Stfa3	2.44E-269	0.742351703	0.923	0.005	4.89E-266	15	Stfa3
Stfa1	9.31E-256	0.301573059	0.904	0.01	1.86E-252	15	Stfa1
Plcb1	8.30E-192	0.428169199	0.885	0.002	1.66E-188	15	Plcb1
Sgms2	5.99E-164	0.48029871	0.923	0.032	1.20E-160	15	Sgms2
Sirpb1c	5.34E-144	1.551210092	0.865	0.009	1.07E-140	15	Sirpb1c
Thbd	1.77E-141	0.81948141	0.923	0.048	3.54E-138	15	Thbd
Gm14548	2.36E-131	0.431793213	0.923	0.005	4.72E-128	15	Gm14548
Gprc5a	3.64E-125	0.281445321	0.885	0.031	7.27E-122	15	Gprc5a
Clec4e	4.42E-117	2.359964957	0.981	0.068	8.85E-114	15	Clec4e
Fpr2	1.06E-104	0.272495574	0.712	0.002	2.13E-101	15	Fpr2
Gm5150	1.99E-102	0.935923144	0.904	0.003	3.97E-99	15	Gm5150
Gm36161	2.98E-102	1.342858761	0.885	0.045	5.95E-99	15	Gm36161
F10	5.07E-92	1.193086928	0.75	0.005	1.01E-88	15	F10
Gm21188	1.32E-88	1.423240072	0.865	0.037	2.64E-85	15	Gm21188
Ifi205	1.89E-83	0.746129692	0.885	0.077	3.77E-80	15	Ifi205
Ly6c2	7.23E-76	1.900343341	0.942	0.018	1.45E-72	15	Ly6c2
Atp8b4	3.04E-75	0.296108412	0.673	0.001	6.09E-72	15	Atp8b4
Ccr2	1.97E-70	1.416084655	1	0.169	3.94E-67	15	Ccr2
Pdlim1	2.56E-61	0.820475931	0.942	0.063	5.12E-58	15	Pdlim1
Sell2	2.02E-58	0.298034729	0.923	0.07	4.05E-55	15	Sell
Sirpb1b	4.68E-58	0.745230275	0.692	0.01	9.36E-55	15	Sirpb1b
Mfsd6	3.55E-55	0.349554145	0.904	0.083	7.10E-52	15	Mfsd6
Plbd1	5.34E-55	1.590550785	0.885	0.097	1.07E-51	15	Plbd1
Emb	5.41E-50	1.78479121	1	0.179	1.08E-46	15	Emb
Mcemp1	1.15E-49	1.142011118	0.942	0.118	2.30E-46	15	Mcemp1
Tarm1	3.69E-47	0.311566	0.885	0.203	7.38E-44	15	Tarm1
Ifitm6	1.44E-46	1.991503661	0.962	0.176	2.87E-43	15	Ifitm6
Slfn11	9.18E-46	0.6049517	0.904	0.075	1.84E-42	15	Slfn1
G0s2	1.54E-44	0.276537407	0.692	0.01	3.08E-41	15	G0s2
Napsa2	4.81E-44	1.460094848	1	0.236	9.61E-41	15	Napsa
S100a61	2.78E-43	2.76325462	1	0.226	5.55E-40	15	S100a6
Adgre4	1.36E-42	0.454187469	0.635	0.003	2.72E-39	15	Adgre4
Anxa1	1.75E-42	1.400280134	0.981	0.252	3.51E-39	15	Anxa1
Adora2b	3.89E-42	0.848520165	0.962	0.316	7.78E-39	15	Adora2b
Serpinb82	1.60E-41	0.395056971	0.904	0.213	3.21E-38	15	Serpinb8
F13a11	5.33E-41	0.661626521	0.942	0.153	1.07E-37	15	F13a1
Ifi2033	1.90E-40	0.455154033	0.923	0.159	3.80E-37	15	Ifi203
Cfp2	7.96E-39	0.805389728	0.962	0.207	1.59E-35	15	Cfp
Thbs1	1.74E-38	1.731390217	0.962	0.343	3.48E-35	15	Thbs1
Plac82	2.45E-38	2.454114771	0.981	0.274	4.89E-35	15	Plac8
Hopx	3.98E-36	0.611884259	0.904	0.152	7.95E-33	15	Hopx
Clec4d	2.36E-34	0.936032303	0.942	0.324	4.72E-31	15	Clec4d
Pglyrp1	6.46E-34	1.088018437	0.808	0.03	1.29E-30	15	Pglyrp1
Alox5ap	1.01E-33	2.160325676	1	0.595	2.02E-30	15	Alox5ap
Ifitm21	2.55E-33	2.139870887	1	0.563	5.09E-30	15	Ifitm2
Iqgap12	2.81E-33	1.652971796	1	0.455	5.61E-30	15	Iqgap1
S100a102	3.36E-33	2.247606105	0.981	0.337	6.71E-30	15	S100a10
Clec4n2	1.13E-32	1.134373543	0.962	0.335	2.25E-29	15	Clec4n
Mcub	6.65E-32	1.17198596	0.962	0.411	1.33E-28	15	Mcub
Gstm1	1.66E-31	1.027774288	0.962	0.274	3.31E-28	15	Gstm1
Nr4a21	2.40E-31	0.868296767	0.923	0.329	4.81E-28	15	Nr4a2
Cybb2	2.91E-31	1.665987649	0.981	0.376	5.82E-28	15	Cybb
Phf11a1	3.14E-31	0.306589167	0.904	0.312	6.28E-28	15	Phf11a
Msrb1	3.68E-31	1.806562092	0.981	0.439	7.36E-28	15	Msrb1
Ifitm32	3.78E-31	2.302462269	0.981	0.562	7.55E-28	15	Ifitm3
Mdfic2	4.58E-31	0.378731508	0.923	0.297	9.15E-28	15	Mdfic
Fxyd5	6.19E-31	2.031102917	1	0.54	1.24E-27	15	Fxyd5
Alcam	6.43E-31	0.463972299	0.885	0.228	1.29E-27	15	Alcam
Ms4a4a2	1.17E-30	1.081460919	0.962	0.316	2.33E-27	15	Ms4a4a
Pira2	2.23E-30	0.674309232	0.808	0.058	4.47E-27	15	Pira2
Itga42	2.58E-30	1.134450675	0.923	0.309	5.16E-27	15	Itga4
Rgcc	3.64E-30	1.419329201	0.942	0.37	7.29E-27	15	Rgcc
Ass11	4.10E-30	0.772853191	0.923	0.273	8.20E-27	15	Ass1
Ifi27l2a4	1.06E-29	2.207995321	1	0.526	2.12E-26	15	Ifi27l2a
Fosl21	2.31E-29	0.90944514	0.962	0.327	4.62E-26	15	Fosl2
Clec4a12	3.58E-29	1.468146182	0.923	0.317	7.15E-26	15	Clec4a1
Fn1	3.92E-29	1.634646582	0.962	0.549	7.84E-26	15	Fn1
Tgm2	3.96E-29	1.00098707	0.865	0.231	7.91E-26	15	Tgm2
Pdlim71	4.20E-29	0.282737349	0.904	0.156	8.40E-26	15	Pdlim7
